Date,Open,High,Low,Close,Volume,Adj Close
2003-01-02,9333.639648,9378.349609,9294.530273,9365.519531,126907400,9365.519531
2003-01-03,9523.25,9585.660156,9520.849609,9583.849609,291454400,9583.849609
2003-01-06,9605.089844,9683.860352,9560.820312,9665.959961,234912800,9665.959961
2003-01-07,9710.790039,9710.790039,9592.290039,9652.400391,267021800,9652.400391
2003-01-08,9632.360352,9781.080078,9624.040039,9688.209961,202439200,9688.209961
2003-01-09,9626.139648,9677.589844,9599.240234,9675.410156,129623200,9675.410156
2003-01-10,9711.759766,9778.280273,9688.990234,9721.5,172862200,9721.5
2003-01-13,9752.299805,9834.080078,9752.299805,9834.080078,197967600,9834.080078
2003-01-14,9812.910156,9843.80957,9780.540039,9796.30957,168152000,9796.30957
2003-01-15,9807.429688,9892.700195,9807.429688,9873.490234,215218800,9873.490234
2003-01-16,9798.160156,9823.629883,9727.299805,9743.230469,189955000,9743.230469
2003-01-17,9730.549805,9733.44043,9597.230469,9614.589844,171659400,9614.589844
2003-01-20,9551.55957,9560.389648,9501.519531,9552.019531,176223000,9552.019531
2003-01-21,9558.200195,9595.259766,9548.139648,9568.469727,142951600,9568.469727
2003-01-22,9484.889648,9581.240234,9456.660156,9560.290039,177654800,9560.290039
2003-01-23,9513.580078,9606.870117,9513.580078,9584.700195,143682000,9584.700195
2003-01-24,9558.480469,9575.269531,9416.120117,9460.599609,220192000,9460.599609
2003-01-27,9326.759766,9326.759766,9253.360352,9298.669922,192059400,9298.669922
2003-01-28,9244.299805,9341.110352,9237.450195,9325.599609,132839200,9325.599609
2003-01-29,9272.280273,9281.990234,9203.679688,9240.790039,179591200,9240.790039
2003-01-30,9251.94043,9266.150391,9179.240234,9258.950195,151874200,9258.950195
2003-02-04,9327.320312,9331.950195,9208.230469,9252.709961,157056000,9252.709961
2003-02-05,9214.639648,9238.919922,9156.30957,9180.469727,156418400,9180.469727
2003-02-06,9178.259766,9184.759766,9094.860352,9126.150391,191530600,9126.150391
2003-02-07,9099.410156,9163.669922,9072.669922,9150.950195,153250800,9150.950195
2003-02-10,9135.099609,9232.139648,9131.620117,9232.139648,145628000,9232.139648
2003-02-11,9237.19043,9285.05957,9151.219727,9194.910156,201740000,9194.910156
2003-02-12,9169.860352,9334.900391,9162.519531,9314.900391,173360400,9314.900391
2003-02-13,9273.379883,9283.230469,9142.94043,9173.429688,182251200,9173.429688
2003-02-14,9201.110352,9253.870117,9191.009766,9201.759766,127095400,9201.759766
2003-02-17,9311.650391,9392.860352,9311.650391,9383.679688,193064000,9383.679688
2003-02-18,9367.94043,9417.700195,9342.049805,9397.049805,123444800,9397.049805
2003-02-19,9461.129883,9463.990234,9389.400391,9427.629883,171202200,9427.629883
2003-02-20,9415.209961,9460.889648,9381.139648,9390.480469,157138600,9390.480469
2003-02-21,9361.049805,9364.830078,9231.370117,9250.860352,175479200,9250.860352
2003-02-24,9302.730469,9313.80957,9231.009766,9239.469727,119645600,9239.469727
2003-02-25,9140.05957,9154.419922,9103.290039,9148.480469,188640600,9148.480469
2003-02-26,9156.799805,9163.330078,9097.490234,9116.280273,129927000,9116.280273
2003-02-27,9072.870117,9175.320312,9029.950195,9134.240234,189162400,9134.240234
2003-02-28,9146.629883,9185.80957,9111.169922,9122.660156,149296400,9122.660156
2003-03-03,9141.459961,9316.269531,9141.459961,9268.769531,213816000,9268.769531
2003-03-04,9218.370117,9247.830078,9164.099609,9181.889648,123162000,9181.889648
2003-03-05,9105.370117,9135.009766,9059.070312,9109.179688,177331800,9109.179688
2003-03-06,9097.450195,9103.55957,8952.019531,8962.259766,196951400,8962.259766
2003-03-07,8917.120117,8941.230469,8869.610352,8907.099609,177031200,8907.099609
2003-03-10,8894.040039,8901.660156,8821.669922,8861.870117,205221000,8861.870117
2003-03-11,8776.990234,8860.509766,8757.219727,8859.929688,216936600,8859.929688
2003-03-12,8825.44043,8914.580078,8825.44043,8874.990234,186314600,8874.990234
2003-03-13,8857.30957,8863.639648,8764.400391,8787.450195,202531200,8787.450195
2003-03-14,8976.759766,8996.049805,8933.240234,8956.169922,194059400,8956.169922
2003-03-17,8901.219727,8901.219727,8795.080078,8804.160156,143293200,8804.160156
2003-03-18,9003.959961,9045.179688,8976.580078,9041.509766,226360000,9041.509766
2003-03-19,8973.19043,9197.929688,8913.049805,9158.589844,358875000,9158.589844
2003-03-20,9243.900391,9281.599609,9127.589844,9194.55957,310922800,9194.55957
2003-03-21,9220.950195,9227.200195,9146.290039,9179.19043,239063000,9179.19043
2003-03-24,9214.650391,9262.769531,9087.639648,9108.450195,248268800,9108.450195
2003-03-25,9012.040039,9081.389648,9008.620117,9062.150391,165816200,9062.150391
2003-03-26,9096.080078,9096.080078,9027.610352,9047.089844,144579000,9047.089844
2003-03-27,9027.990234,9027.990234,8850.429688,8872.320312,249802600,8872.320312
2003-03-28,8864.120117,8893.570312,8812.320312,8863.360352,205900800,8863.360352
2003-03-31,8755.80957,8755.80957,8586.700195,8634.450195,324820000,8634.450195
2003-04-01,8608.790039,8612.419922,8465.790039,8596.889648,312633200,8596.889648
2003-04-02,8586.69043,8716.099609,8550.459961,8706.19043,256060000,8706.19043
2003-04-03,8769.410156,8774.580078,8639.089844,8648.160156,222034400,8648.160156
2003-04-04,8669.730469,8845.799805,8662.80957,8822.450195,235744400,8822.450195
2003-04-07,8838.830078,8973.80957,8754.509766,8962.209961,221557200,8962.209961
2003-04-08,8885.620117,8906.990234,8786.360352,8806.660156,205961200,8806.660156
2003-04-09,8755.150391,8755.150391,8588.450195,8636.849609,275309600,8636.849609
2003-04-10,8597.860352,8647.75,8559.769531,8625.719727,240883200,8625.719727
2003-04-11,8627.570312,8660.879883,8552.679688,8645.650391,254681400,8645.650391
2003-04-14,8598.080078,8598.080078,8493.459961,8533.549805,190938000,8533.549805
2003-04-15,8600.5,8639.360352,8549.839844,8632.099609,166040200,8632.099609
2003-04-16,8653.589844,8705.269531,8609.459961,8675.139648,171986800,8675.139648
2003-04-17,8600.049805,8603.299805,8558.719727,8579.139648,188226400,8579.139648
2003-04-22,8531.110352,8574.790039,8479.379883,8571.910156,193229000,8571.910156
2003-04-23,8641.400391,8654.620117,8493.950195,8519.599609,320239200,8519.599609
2003-04-24,8482.599609,8490.080078,8403.490234,8442.110352,332787600,8442.110352
2003-04-25,8351.589844,8430.620117,8331.870117,8409.009766,290400400,8409.009766
2003-04-28,8354.660156,8453.69043,8354.660156,8435.040039,237547000,8435.040039
2003-04-29,8577.730469,8757.589844,8577.730469,8744.219727,366840800,8744.219727
2003-04-30,8758.240234,8777.080078,8700.120117,8717.219727,329441000,8717.219727
2003-05-02,8707.429688,8817.740234,8707.429688,8808.179688,270803800,8808.179688
2003-05-05,8895.389648,8925.19043,8875.150391,8916.490234,203148800,8916.490234
2003-05-06,8906.69043,8949.05957,8863.209961,8889.219727,219887800,8889.219727
2003-05-07,8946.339844,8950.339844,8834.69043,8901.049805,217970400,8901.049805
2003-05-09,8903.660156,9084.160156,8878.589844,9084.160156,339098800,9084.160156
2003-05-12,9164.099609,9209.759766,9150.94043,9155.570312,286413600,9155.570312
2003-05-13,9165.540039,9175.69043,9101.389648,9119.040039,202533600,9119.040039
2003-05-14,9135.509766,9217.259766,9069.240234,9103.69043,234801200,9103.69043
2003-05-15,9068.299805,9166.549805,9055.719727,9126.070312,214710200,9126.070312
2003-05-16,9148.099609,9190.730469,9052.25,9093.179688,176185000,9093.179688
2003-05-19,9074.339844,9106.94043,9029.799805,9087.370117,143171000,9087.370117
2003-05-20,8980.269531,9068.980469,8973.660156,9050.400391,149959600,9050.400391
2003-05-21,9069.339844,9086.360352,9020.769531,9059.799805,201113200,9059.799805
2003-05-22,9045.839844,9148.139648,9025.299805,9131.490234,210120000,9131.490234
2003-05-23,9217.209961,9313.980469,9208.740234,9303.730469,305202400,9303.730469
2003-05-26,9412.730469,9505.790039,9411.320312,9492.709961,327703800,9492.709961
2003-05-27,9490.570312,9490.570312,9417.040039,9420.80957,276214200,9420.80957
2003-05-28,9558.219727,9560.860352,9483.089844,9510.620117,321299400,9510.620117
2003-05-29,9520.80957,9587.169922,9483.620117,9508.549805,276446600,9508.549805
2003-05-30,9482.099609,9557.540039,9461.839844,9487.379883,250599000,9487.379883
2003-06-02,9582.009766,9647.360352,9580.089844,9637.530273,257552600,9637.530273
2003-06-03,9633.429688,9683.009766,9563.719727,9662.820312,294915400,9662.820312
2003-06-05,9779.179688,9780.849609,9634.929688,9639.009766,385946200,9639.009766
2003-06-06,9662.69043,9752.769531,9610.849609,9694.629883,518067000,9694.629883
2003-06-09,9698.290039,9734.349609,9660.669922,9733.509766,253544200,9733.509766
2003-06-10,9642.459961,9714.730469,9625.469727,9703.719727,236373800,9703.719727
2003-06-11,9756.5,9773.540039,9645.25,9662.05957,273654000,9662.05957
2003-06-12,9734.769531,9754.629883,9684.410156,9736.839844,213808400,9736.839844
2003-06-13,9728.200195,9866.660156,9692.830078,9855.639648,343513400,9855.639648
2003-06-16,9821.389648,9883.19043,9819.879883,9862.280273,225146200,9862.280273
2003-06-17,10026.820312,10041.959961,9975.44043,10030.370117,349243000,10030.370117
2003-06-18,10057.75,10067.860352,9935.629883,9970.299805,399709000,9970.299805
2003-06-19,9981.709961,10015.450195,9935.610352,9980.110352,251249200,9980.110352
2003-06-20,9907.080078,9931.580078,9885.530273,9930.30957,164758000,9930.30957
2003-06-23,9918.769531,9935.849609,9727.769531,9734.290039,234125800,9734.290039
2003-06-24,9686.669922,9686.669922,9571.549805,9629.349609,256039000,9629.349609
2003-06-25,9637.200195,9670.490234,9605.990234,9628.990234,146104800,9628.990234
2003-06-26,9551.040039,9614.730469,9526.919922,9606.110352,175699000,9606.110352
2003-06-27,9626.860352,9711.219727,9613.639648,9657.209961,165730000,9657.209961
2003-06-30,9594.94043,9641.620117,9564.070312,9577.120117,189464000,9577.120117
2003-07-02,9613.570312,9650.389648,9512.200195,9602.620117,263521400,9602.620117
2003-07-03,9689.139648,9705.629883,9593.419922,9646.099609,278702600,9646.099609
2003-07-04,9628.389648,9670.419922,9569.849609,9636.80957,156358000,9636.80957
2003-07-07,9683.80957,9905.469727,9637.900391,9892.400391,267968200,9892.400391
2003-07-08,10010.459961,10086.450195,9983.759766,9992.870117,386310600,9992.870117
2003-07-09,10028.230469,10069.709961,9997.669922,10027.410156,283513000,10027.410156
2003-07-10,10035.959961,10051.75,9946.459961,9983.30957,211648200,9983.30957
2003-07-11,9883.519531,9936.179688,9854.030273,9911.5,203949000,9911.5
2003-07-14,9990.889648,10122.570312,9980.25,10122.400391,225176000,10122.400391
2003-07-15,10163.269531,10179.610352,10030.759766,10135.549805,262646200,10135.549805
2003-07-16,10116.009766,10236.889648,10093.709961,10207.169922,203045600,10207.169922
2003-07-17,10136.709961,10198.950195,10035.200195,10096.719727,207243400,10096.719727
2003-07-18,10022.469727,10145.519531,10012.320312,10140.839844,1086921200,10140.839844
2003-07-21,10189.150391,10203.349609,10081.139648,10102.860352,245555000,10102.860352
2003-07-22,10059.25,10062.870117,9957.980469,10008.709961,192202000,10008.709961
2003-07-23,10018.070312,10031.150391,9897.69043,9900.55957,207427000,9900.55957
2003-07-24,9900.55957,10008.410156,9900.55957,9923.139648,145688200,9923.139648
2003-07-25,9885.459961,9952.19043,9864.450195,9939.200195,145578000,9939.200195
2003-07-28,10031.240234,10164.790039,10031.240234,10134.879883,242282600,10134.879883
2003-07-29,10133.719727,10222.830078,10125.80957,10198.599609,282397000,10198.599609
2003-07-30,10180.870117,10206.44043,10055.509766,10121.219727,287519200,10121.219727
2003-07-31,10103.160156,10171.280273,10065.30957,10134.830078,287648800,10134.830078
2003-08-01,10184.429688,10292.769531,10183.370117,10248.599609,313456600,10248.599609
2003-08-04,10208.129883,10291.0,10153.330078,10183.139648,207461400,10183.139648
2003-08-05,10283.870117,10285.679688,10174.599609,10177.379883,177532800,10177.379883
2003-08-06,10084.419922,10084.419922,9966.700195,9987.540039,294305600,9987.540039
2003-08-07,9998.599609,10011.160156,9937.969727,9958.049805,227656200,9958.049805
